"","nodeLabel","CpG","correlations"
"cg05036937","VAE91","cg05036937",-0.564980539079945
"cg05089968","VAE91","cg05089968",-0.564955856504016
"cg13932450","VAE91","cg13932450",-0.564901014961823
"cg02389084","VAE91","cg02389084",-0.56490054708582
"cg18336854","VAE91","cg18336854",-0.56484669690884
"cg01098959","VAE91","cg01098959",-0.564819893229576
"cg14029170","VAE91","cg14029170",-0.564761816415569
"cg10969502","VAE91","cg10969502",-0.564720358816783
"cg03654169","VAE91","cg03654169",-0.564690396633084
"cg25845158","VAE91","cg25845158",-0.5646895039697
"cg22237345","VAE91","cg22237345",-0.564651037872998
"cg11399589","VAE91","cg11399589",-0.564610967281523
"cg05573378","VAE91","cg05573378",-0.564606916737514
"cg19008099","VAE91","cg19008099",-0.564556826001448
"cg22977481","VAE91","cg22977481",-0.564541644012163
"cg06431953","VAE91","cg06431953",-0.56452633688881
"cg08841257","VAE91","cg08841257",0.564479184422293
"cg20688917","VAE91","cg20688917",-0.564440116207753
"cg25274008","VAE91","cg25274008",-0.564438261317518
"cg08057475","VAE91","cg08057475",-0.564246747149503
"cg09973986","VAE91","cg09973986",0.564067136373583
"cg05053220","VAE91","cg05053220",-0.563972856354359
"cg05256420","VAE91","cg05256420",0.563942556712349
"cg12122057","VAE91","cg12122057",-0.563919954303278
"cg19917650","VAE91","cg19917650",-0.563900873693568
"cg01824349","VAE91","cg01824349",-0.563855353663637
"cg02654449","VAE91","cg02654449",-0.56383778900141
"cg14528386","VAE91","cg14528386",0.563829593948838
"cg07942500","VAE91","cg07942500",-0.563822380500538
"cg01636354","VAE91","cg01636354",-0.563806232708155
"cg19502936","VAE91","cg19502936",-0.563736905524324
"cg11208222","VAE91","cg11208222",-0.563731518361695
"cg02104952","VAE91","cg02104952",-0.563667484935929
"cg11698119","VAE91","cg11698119",-0.563664095499772
"cg05104995","VAE91","cg05104995",-0.563628547261821
"cg07134252","VAE91","cg07134252",-0.563615679275468
"cg14972228","VAE91","cg14972228",-0.563572283867554
"cg20701926","VAE91","cg20701926",-0.563300969431565
"cg09089421","VAE91","cg09089421",-0.563284796826878
"cg25785303","VAE91","cg25785303",-0.563275407081912
"cg07699978","VAE91","cg07699978",-0.563244841395054
"cg17280346","VAE91","cg17280346",0.563200239416008
"cg20260028","VAE91","cg20260028",-0.56317878673374
"cg13754355","VAE91","cg13754355",-0.563167652306557
"cg18187029","VAE91","cg18187029",-0.563141062782089
"cg05709468","VAE91","cg05709468",-0.563135484406008
"cg22367250","VAE91","cg22367250",-0.563062326279038
"cg11498228","VAE91","cg11498228",-0.563016855048154
"cg09728393","VAE91","cg09728393",-0.562955285673262
"cg10592478","VAE91","cg10592478",-0.562808246090545
"cg16315106","VAE91","cg16315106",-0.562806414688823
"cg02546690","VAE91","cg02546690",-0.562800336125404
"cg05295023","VAE91","cg05295023",-0.562731674040738
"cg07094847","VAE91","cg07094847",-0.562726152626726
"cg14517355","VAE91","cg14517355",-0.562699461969267
"cg04659396","VAE91","cg04659396",-0.562676297893996
"cg08885197","VAE91","cg08885197",-0.562658837531841
"cg10173620","VAE91","cg10173620",-0.562600458599968
"cg14250336","VAE91","cg14250336",-0.562582875477546
"cg13199963","VAE91","cg13199963",-0.562579581775409
"cg04247336","VAE91","cg04247336",-0.562519456333861
"cg04161526","VAE91","cg04161526",-0.562420742929021
"cg21171625","VAE91","cg21171625",-0.562406880706233
"cg09610578","VAE91","cg09610578",-0.562405219546926
"cg00025347","VAE91","cg00025347",-0.562307394820439
"cg05245346","VAE91","cg05245346",-0.562275594327578
"cg06103218","VAE91","cg06103218",-0.562261835423136
"cg20926679","VAE91","cg20926679",-0.562250573098636
"cg26019600","VAE91","cg26019600",-0.562126652866007
"cg19870898","VAE91","cg19870898",-0.562087920433591
"cg09212118","VAE91","cg09212118",-0.562059990372251
"cg11308170","VAE91","cg11308170",0.562020209801677
"cg16392797","VAE91","cg16392797",-0.56201605133622
"cg05855983","VAE91","cg05855983",-0.561952776163399
"cg17793608","VAE91","cg17793608",-0.561872603242793
"cg08043210","VAE91","cg08043210",-0.561826246278406
"cg14659008","VAE91","cg14659008",-0.561823289982677
"cg09329930","VAE91","cg09329930",-0.561800956632887
"cg23848712","VAE91","cg23848712",-0.561796153742076
"cg01671895","VAE91","cg01671895",-0.561775736584072
"cg01030757","VAE91","cg01030757",-0.561767718120415
"cg05119467","VAE91","cg05119467",-0.561766843509005
"cg21198586","VAE91","cg21198586",-0.561697968387119
"cg16291069","VAE91","cg16291069",-0.561681880310915
"cg19710662","VAE91","cg19710662",-0.561673630658788
"cg04811945","VAE91","cg04811945",0.561621024830336
"cg02093951","VAE91","cg02093951",-0.56161429874664
"cg07697770","VAE91","cg07697770",-0.561507635539869
"cg07139350","VAE91","cg07139350",-0.561442519736613
"cg03989567","VAE91","cg03989567",-0.56134479339976
"cg20329620","VAE91","cg20329620",-0.561339720859086
"cg07572927","VAE91","cg07572927",-0.561336689521614
"cg03400410","VAE91","cg03400410",-0.561331237308832
"cg00880562","VAE91","cg00880562",-0.561284706073043
"cg15326297","VAE91","cg15326297",-0.561265409215141
"cg14842771","VAE91","cg14842771",-0.561225053849077
"cg08190844","VAE91","cg08190844",-0.56122346255733
"cg19290091","VAE91","cg19290091",-0.561201586234208
"cg13865610","VAE91","cg13865610",-0.561161365022908
"cg25472296","VAE91","cg25472296",-0.561123736590655
"cg05499499","VAE91","cg05499499",-0.561089229270447
"cg26111283","VAE91","cg26111283",-0.561021309405594
"cg09018299","VAE91","cg09018299",-0.560977515205663
"cg09632273","VAE91","cg09632273",-0.560865830701944
"cg07044749","VAE91","cg07044749",-0.560857154525477
"cg04987071","VAE91","cg04987071",-0.560768597510622
"cg07732472","VAE91","cg07732472",-0.560747547899814
"cg11682227","VAE91","cg11682227",-0.560727948050683
"cg23772226","VAE91","cg23772226",-0.560600817064934
"cg23985408","VAE91","cg23985408",-0.56058616179938
"cg20667964","VAE91","cg20667964",-0.560572447536879
"cg04338788","VAE91","cg04338788",-0.560547307280131
"cg14692453","VAE91","cg14692453",-0.56051494777807
"cg04904388","VAE91","cg04904388",-0.560514602022076
"cg14522302","VAE91","cg14522302",-0.560439990900701
"cg21386863","VAE91","cg21386863",-0.560326636074243
"cg11783497","VAE91","cg11783497",-0.560270814409749
"cg20251943","VAE91","cg20251943",-0.560165868508956
"cg20250250","VAE91","cg20250250",-0.560135764738994
"cg01693305","VAE91","cg01693305",-0.560129971822283
"cg11678118","VAE91","cg11678118",-0.560070977720048
"cg22266001","VAE91","cg22266001",0.559974966068093
"cg27627006","VAE91","cg27627006",0.559924198355029
"cg27585641","VAE91","cg27585641",-0.559880256496563
"cg07128124","VAE91","cg07128124",-0.559856669839581
"cg09480297","VAE91","cg09480297",-0.55984958197621
"cg14596602","VAE91","cg14596602",-0.559842482723402
"cg13182816","VAE91","cg13182816",-0.559709182383958
"cg24686845","VAE91","cg24686845",-0.559706876358796
"cg22512292","VAE91","cg22512292",-0.559653687790864
"cg07336016","VAE91","cg07336016",-0.559580858539878
"cg23517999","VAE91","cg23517999",-0.559530976778443
"cg14877718","VAE91","cg14877718",-0.559476282038846
"cg15390444","VAE91","cg15390444",-0.559445697222362
"cg09467433","VAE91","cg09467433",-0.559391434843991
"cg11208869","VAE91","cg11208869",-0.559369333182747
"cg10606176","VAE91","cg10606176",-0.559353969827608
"cg21438613","VAE91","cg21438613",-0.559340200662236
"cg03034540","VAE91","cg03034540",-0.559308156838665
"cg24255269","VAE91","cg24255269",-0.559285975507179
"cg00333848","VAE91","cg00333848",-0.559283075816093
"cg09478103","VAE91","cg09478103",-0.559256789074272
"cg23447569","VAE91","cg23447569",-0.559240641493856
"cg07803218","VAE91","cg07803218",-0.559229492350769
"cg13174898","VAE91","cg13174898",-0.559167207283241
"cg14549078","VAE91","cg14549078",-0.559164018298263
"cg26795540","VAE91","cg26795540",-0.559115422739246
"cg04846710","VAE91","cg04846710",0.558953505011087
"cg26837708","VAE91","cg26837708",0.558907704897522
"cg02464901","VAE91","cg02464901",-0.558892637702691
"cg13609694","VAE91","cg13609694",-0.558857186389585
"cg06368618","VAE91","cg06368618",-0.55884581826154
"cg24147838","VAE91","cg24147838",0.558840155995448
"cg26716103","VAE91","cg26716103",-0.558770351627062
"cg14090400","VAE91","cg14090400",-0.558749832663733
"cg20580833","VAE91","cg20580833",-0.558697443953819
"cg00897799","VAE91","cg00897799",-0.558683870473004
"cg01443337","VAE91","cg01443337",-0.558681289152427
"cg00006459","VAE91","cg00006459",-0.558679833209985
"cg15412772","VAE91","cg15412772",-0.558636783114227
"cg21021905","VAE91","cg21021905",-0.558507607133838
"cg00586094","VAE91","cg00586094",-0.558496111446046
"cg14283447","VAE91","cg14283447",-0.558470392902116
"cg11943056","VAE91","cg11943056",-0.558465497003921
"cg12069158","VAE91","cg12069158",-0.558421141909632
"cg09127007","VAE91","cg09127007",-0.558292091124821
"cg07436820","VAE91","cg07436820",-0.558277858604504
"cg04555107","VAE91","cg04555107",-0.558276590082853
"cg12364786","VAE91","cg12364786",-0.558193385358889
"cg12581891","VAE91","cg12581891",-0.558142630166653
"cg22990967","VAE91","cg22990967",0.558135160886183
"cg04599026","VAE91","cg04599026",0.558122536075445
"cg22464865","VAE91","cg22464865",-0.558097003660529
"cg19755714","VAE91","cg19755714",-0.558046988448823
"cg00715343","VAE91","cg00715343",-0.557973721462405
"cg22706147","VAE91","cg22706147",-0.5579661177308
"cg05854892","VAE91","cg05854892",-0.557936925852917
"cg06467951","VAE91","cg06467951",-0.557844163936276
"cg25233900","VAE91","cg25233900",-0.557828009952941
"cg03862787","VAE91","cg03862787",0.557779085515786
"cg16429182","VAE91","cg16429182",-0.557660793790719
"cg24354101","VAE91","cg24354101",-0.557655657244432
"cg01647729","VAE91","cg01647729",-0.557639537167305
"cg02071795","VAE91","cg02071795",-0.557634765787831
"cg15221532","VAE91","cg15221532",-0.55758708111328
"cg23239344","VAE91","cg23239344",-0.557558257817065
"cg14616541","VAE91","cg14616541",-0.557469027353298
"cg08497772","VAE91","cg08497772",-0.55739750457862
"cg21243459","VAE91","cg21243459",-0.557373949364368
"cg00706469","VAE91","cg00706469",-0.557302768160071
"cg24156261","VAE91","cg24156261",-0.557207895337248
"cg25690922","VAE91","cg25690922",-0.557187593256181
"cg27627493","VAE91","cg27627493",-0.557166821567248
"cg03013070","VAE91","cg03013070",-0.557108167542331
"cg23008083","VAE91","cg23008083",-0.557051963686186
"cg12235073","VAE91","cg12235073",-0.557030285238022
"cg05489957","VAE91","cg05489957",-0.557012452105575
"cg21780842","VAE91","cg21780842",-0.556981765064787
"cg21164050","VAE91","cg21164050",-0.556950911128119
"cg03655174","VAE91","cg03655174",-0.556861510554611
"cg10779340","VAE91","cg10779340",-0.556830188675408
"cg16683160","VAE91","cg16683160",0.556819877539786
"cg27227042","VAE91","cg27227042",0.556811535726275
"cg25850629","VAE91","cg25850629",-0.556774660447915
"cg00396910","VAE91","cg00396910",-0.556759243132933
"cg04920385","VAE91","cg04920385",-0.556725665535636
"cg27660536","VAE91","cg27660536",-0.556663198336484
"cg12033125","VAE91","cg12033125",-0.556654210044897
"cg02332500","VAE91","cg02332500",-0.556625891281194
"cg19117051","VAE91","cg19117051",-0.556600286600492
"cg21519872","VAE91","cg21519872",-0.556574449700472
"cg25463863","VAE91","cg25463863",-0.556473593058532
"cg21151061","VAE91","cg21151061",-0.556457725573115
"cg04691829","VAE91","cg04691829",-0.556441724749723
"cg21126626","VAE91","cg21126626",-0.556420749619004
"cg20791007","VAE91","cg20791007",-0.556381106871476
"cg03998598","VAE91","cg03998598",-0.556341517353969
"cg14780538","VAE91","cg14780538",-0.556323057860307
"cg08229320","VAE91","cg08229320",-0.556291749692365
"cg02827082","VAE91","cg02827082",-0.556278475343834
"cg20530843","VAE91","cg20530843",-0.55625013010105
"cg18048370","VAE91","cg18048370",0.556168173760207
"cg10314133","VAE91","cg10314133",-0.556032208824718
"cg10347418","VAE91","cg10347418",-0.555982580546504
"cg07047471","VAE91","cg07047471",-0.555936449530217
"cg23462152","VAE91","cg23462152",-0.555846656108631
"cg23014794","VAE91","cg23014794",-0.555728967388909
"cg24032056","VAE91","cg24032056",-0.555655515610898
"cg08755736","VAE91","cg08755736",-0.555623893002186
"cg02100848","VAE91","cg02100848",-0.555589122932734
"cg09386620","VAE91","cg09386620",-0.555541423894186
"cg18173263","VAE91","cg18173263",-0.555525021207104
"cg18992153","VAE91","cg18992153",-0.555516492810676
"cg04236915","VAE91","cg04236915",-0.555450760108194
"cg15475851","VAE91","cg15475851",0.555437015822878
"cg25407085","VAE91","cg25407085",-0.555419490042731
"cg04118119","VAE91","cg04118119",-0.555391610308801
"cg10491122","VAE91","cg10491122",-0.555389455835517
"cg07787240","VAE91","cg07787240",-0.555370447250642
"cg19528963","VAE91","cg19528963",-0.555306048650196
"cg02467956","VAE91","cg02467956",-0.555304182095818
"cg01715680","VAE91","cg01715680",-0.555272009091447
"cg27064482","VAE91","cg27064482",-0.555267905061298
"cg25558288","VAE91","cg25558288",-0.555258381081282
"cg02900183","VAE91","cg02900183",-0.555141923858375
"cg00601836","VAE91","cg00601836",-0.555127555557347
"cg14911223","VAE91","cg14911223",-0.555096372744695
"cg21411834","VAE91","cg21411834",-0.555088940594481
"cg25742394","VAE91","cg25742394",-0.555060549742192
"cg08924023","VAE91","cg08924023",-0.555007626790428
"cg20457523","VAE91","cg20457523",-0.554998559836316
"cg07222900","VAE91","cg07222900",-0.554992409157608
"cg02324547","VAE91","cg02324547",-0.554979209684554
"cg27097846","VAE91","cg27097846",-0.554967493629642
"cg13023621","VAE91","cg13023621",-0.55494370045899
"cg18037834","VAE91","cg18037834",-0.554894762593675
"cg05959989","VAE91","cg05959989",-0.554884784967889
"cg06687102","VAE91","cg06687102",-0.554871760737785
"cg04764812","VAE91","cg04764812",-0.554870367826396
"cg08888918","VAE91","cg08888918",-0.554795446740318
"cg25649765","VAE91","cg25649765",-0.554767664554938
"cg25274263","VAE91","cg25274263",-0.554749157112649
"cg00351813","VAE91","cg00351813",-0.554729957916652
"cg11849327","VAE91","cg11849327",-0.554719319785345
"cg19619956","VAE91","cg19619956",-0.554705882852299
"cg01917209","VAE91","cg01917209",-0.554660302913819
"cg12098441","VAE91","cg12098441",0.554540854226067
"cg03755957","VAE91","cg03755957",-0.554527115264057
"cg17215361","VAE91","cg17215361",-0.554495834002649
"cg27408345","VAE91","cg27408345",-0.554480919149897
"cg00494183","VAE91","cg00494183",-0.554472036142448
"cg12629991","VAE91","cg12629991",-0.554387477206111
"cg15835805","VAE91","cg15835805",-0.554376785380766
"cg18390865","VAE91","cg18390865",-0.554360714456546
"cg13787610","VAE91","cg13787610",-0.554356297538699
"cg12983971","VAE91","cg12983971",-0.554350851160342
"cg03045620","VAE91","cg03045620",-0.554281337516211
"cg27265630","VAE91","cg27265630",-0.554255902189339
"cg12598025","VAE91","cg12598025",-0.554065892394341
"cg01786466","VAE91","cg01786466",-0.554064917876958
"cg14408428","VAE91","cg14408428",-0.554022300376106
"cg01154336","VAE91","cg01154336",-0.553981984972139
"cg25310676","VAE91","cg25310676",-0.553945869912662
"cg16236228","VAE91","cg16236228",-0.553930740912333
"cg24788034","VAE91","cg24788034",-0.553923292246364
"cg18832348","VAE91","cg18832348",-0.553921240667707
"cg02760280","VAE91","cg02760280",-0.553919092507516
"cg11547724","VAE91","cg11547724",-0.55388441194394
"cg10107783","VAE91","cg10107783",-0.553799641885214
"cg12160258","VAE91","cg12160258",-0.553753264255564
"cg23595927","VAE91","cg23595927",-0.553732995648834
"cg24238409","VAE91","cg24238409",-0.553716387411608
"cg26473110","VAE91","cg26473110",-0.553701872349223
"cg02475695","VAE91","cg02475695",-0.553696602729078
"cg00666842","VAE91","cg00666842",-0.553618371408021
"cg25747670","VAE91","cg25747670",-0.553598174845407
"cg01102193","VAE91","cg01102193",-0.553594957451476
"cg10616411","VAE91","cg10616411",-0.553546122723706
"cg14712784","VAE91","cg14712784",-0.553508516761681
"cg26501139","VAE91","cg26501139",-0.553498144806776
"cg19437852","VAE91","cg19437852",-0.553488803384956
"cg07078958","VAE91","cg07078958",-0.553440819672301
"cg18129786","VAE91","cg18129786",-0.553425960248945
"cg15481493","VAE91","cg15481493",-0.553424891653016
"cg24492886","VAE91","cg24492886",-0.553387841874491
"cg03448169","VAE91","cg03448169",0.553327301846485
"cg27327508","VAE91","cg27327508",-0.553311624473601
"cg17793354","VAE91","cg17793354",-0.55331008390065
"cg12386575","VAE91","cg12386575",-0.55329641387219
"cg00892792","VAE91","cg00892792",-0.553215886717338
"cg05211790","VAE91","cg05211790",-0.553203437304092
"cg17669033","VAE91","cg17669033",-0.553053970772655
"cg24869232","VAE91","cg24869232",-0.553045013044295
"cg00830813","VAE91","cg00830813",-0.553043367772784
"cg12639663","VAE91","cg12639663",-0.552984717313851
"cg20366549","VAE91","cg20366549",-0.552847277145486
"cg08380379","VAE91","cg08380379",-0.552832549190521
"cg00577847","VAE91","cg00577847",-0.552793340871497
"cg05160751","VAE91","cg05160751",-0.552717080061685
"cg09245901","VAE91","cg09245901",-0.552704786591763
"cg08667569","VAE91","cg08667569",-0.552686174895792
"cg10024478","VAE91","cg10024478",-0.552560020753175
"cg23284609","VAE91","cg23284609",-0.552526703602507
"cg22692158","VAE91","cg22692158",-0.552511533791406
"cg00240860","VAE91","cg00240860",-0.552418973226728
"cg27523087","VAE91","cg27523087",0.552287261751163
"cg11319403","VAE91","cg11319403",-0.552269401771725
"cg14051639","VAE91","cg14051639",-0.552259281335862
"cg10307052","VAE91","cg10307052",-0.552258706110568
"cg17171407","VAE91","cg17171407",0.552251978056348
"cg21775245","VAE91","cg21775245",-0.552199582467652
"cg18915156","VAE91","cg18915156",-0.552130263944106
"cg09473745","VAE91","cg09473745",0.552094359207379
"cg19412663","VAE91","cg19412663",-0.552094141279712
"cg15079124","VAE91","cg15079124",-0.552071607248739
"cg17140469","VAE91","cg17140469",-0.552021195258597
"cg09666977","VAE91","cg09666977",-0.552010274343647
"cg00020799","VAE91","cg00020799",-0.551989098757354
"cg03865281","VAE91","cg03865281",-0.551979895395848
"cg09597022","VAE91","cg09597022",-0.5519031858302
"cg05478330","VAE91","cg05478330",-0.551890774562782
"cg01042641","VAE91","cg01042641",0.551878515885798
"cg19699090","VAE91","cg19699090",-0.551859837072279
"cg07180571","VAE91","cg07180571",-0.551804937753255
"cg08988420","VAE91","cg08988420",-0.55179893218619
"cg08190615","VAE91","cg08190615",-0.551798582444847
"cg11630996","VAE91","cg11630996",-0.551767710071283
"cg09458931","VAE91","cg09458931",-0.55166024715423
"cg14106242","VAE91","cg14106242",-0.551648122369222
"cg10435618","VAE91","cg10435618",-0.551620751833235
"cg11062417","VAE91","cg11062417",-0.551610690023541
"cg03055271","VAE91","cg03055271",-0.551465042502912
"cg08309135","VAE91","cg08309135",-0.551428941706642
"cg20455854","VAE91","cg20455854",-0.551424720722432
"cg12113740","VAE91","cg12113740",-0.551366268050159
"cg08283206","VAE91","cg08283206",-0.551364785641239
"cg03357727","VAE91","cg03357727",-0.551303666659544
"cg18064917","VAE91","cg18064917",-0.551259638402161
"cg03603260","VAE91","cg03603260",-0.551247182274007
"cg02657438","VAE91","cg02657438",-0.551210951333075
"cg17049050","VAE91","cg17049050",-0.551184534809154
"cg06458904","VAE91","cg06458904",-0.551167791592429
"cg15331500","VAE91","cg15331500",-0.551071528051282
"cg09236445","VAE91","cg09236445",-0.550960185172024
"cg25496680","VAE91","cg25496680",-0.55084411800187
"cg10932874","VAE91","cg10932874",0.55083511073349
"cg01358444","VAE91","cg01358444",-0.550806943966577
"cg15431165","VAE91","cg15431165",-0.550792453288033
"cg17208060","VAE91","cg17208060",-0.550751341322097
"cg21120249","VAE91","cg21120249",-0.550703630813253
"cg18051316","VAE91","cg18051316",-0.550654692053284
"cg01406506","VAE91","cg01406506",-0.550645291352992
"cg24170085","VAE91","cg24170085",-0.550642640209859
"cg17046141","VAE91","cg17046141",-0.550635646561391
"cg24448870","VAE91","cg24448870",-0.550628760300999
"cg14986386","VAE91","cg14986386",-0.550627593343365
"cg06174078","VAE91","cg06174078",-0.550548103497066
"cg06960881","VAE91","cg06960881",-0.550547525464732
"cg12584394","VAE91","cg12584394",-0.55054491426892
"cg00085438","VAE91","cg00085438",-0.550508156779575
"cg26858218","VAE91","cg26858218",-0.550492462947781
"cg22720215","VAE91","cg22720215",-0.55047442589545
"cg25428740","VAE91","cg25428740",0.550430327271286
"cg20138922","VAE91","cg20138922",-0.550428166086251
"cg14299883","VAE91","cg14299883",-0.550364630147013
"cg07733247","VAE91","cg07733247",-0.55028821346298
"cg17810765","VAE91","cg17810765",-0.550277217139906
"cg13776095","VAE91","cg13776095",-0.550271849317707
"cg03653855","VAE91","cg03653855",0.550197013252045
"cg11132223","VAE91","cg11132223",-0.550167887397094
"cg12827946","VAE91","cg12827946",-0.550094913467642
"cg10166277","VAE91","cg10166277",-0.550075550626011
"cg08393516","VAE91","cg08393516",-0.550056843452498
"cg02661623","VAE91","cg02661623",-0.549967058656711
"cg04956949","VAE91","cg04956949",-0.549944523749432
"cg14621907","VAE91","cg14621907",-0.549938410227423
"cg08951638","VAE91","cg08951638",-0.549916005503423
"cg27331554","VAE91","cg27331554",-0.549894874430051
"cg08129766","VAE91","cg08129766",-0.549857036404965
"cg25728188","VAE91","cg25728188",-0.549816904868557
"cg21113478","VAE91","cg21113478",-0.549772788496944
"cg26185859","VAE91","cg26185859",-0.549708481577921
"cg23875758","VAE91","cg23875758",-0.549696698916382
"cg13472610","VAE91","cg13472610",-0.549638327388351
"cg11323483","VAE91","cg11323483",-0.549573286444693
"cg15160748","VAE91","cg15160748",-0.549553503899687
"cg09606807","VAE91","cg09606807",0.549527097303006
"cg20469680","VAE91","cg20469680",-0.549513290368198
"cg05506446","VAE91","cg05506446",0.549448645883671
"cg06216400","VAE91","cg06216400",-0.54940776458538
"cg12445658","VAE91","cg12445658",-0.54926237879497
"cg23903597","VAE91","cg23903597",-0.54923897377285
"cg03564557","VAE91","cg03564557",-0.549225667966772
"cg00948520","VAE91","cg00948520",-0.549222251683595
"cg02016467","VAE91","cg02016467",-0.549218353924923
"cg25998666","VAE91","cg25998666",-0.549151463691374
"cg13900763","VAE91","cg13900763",0.549144885286386
"cg02190038","VAE91","cg02190038",0.549129267033041
"cg03435248","VAE91","cg03435248",-0.549111224146495
"cg01063935","VAE91","cg01063935",-0.549102884935655
"cg03641529","VAE91","cg03641529",-0.549069801770982
"cg21209876","VAE91","cg21209876",-0.549069352083412
"cg02480397","VAE91","cg02480397",-0.549066204075806
"cg20303331","VAE91","cg20303331",-0.549058935439995
"cg14840966","VAE91","cg14840966",-0.548937968598647
"cg17207590","VAE91","cg17207590",-0.548826507372008
"cg27409129","VAE91","cg27409129",-0.548775752197662
"cg19535004","VAE91","cg19535004",-0.548761738053706
"cg13728103","VAE91","cg13728103",-0.548730698745337
"cg25922969","VAE91","cg25922969",-0.548717561283824
"cg01808968","VAE91","cg01808968",-0.54871058777062
"cg21779805","VAE91","cg21779805",-0.548677867966127
"cg06972908","VAE91","cg06972908",-0.548632100510364
"cg26543908","VAE91","cg26543908",-0.548611019352705
"cg15210307","VAE91","cg15210307",-0.548578796638391
"cg25655489","VAE91","cg25655489",-0.548555899486963
"cg11871864","VAE91","cg11871864",-0.54854288786599
"cg05707211","VAE91","cg05707211",-0.548526266953197
"cg19549469","VAE91","cg19549469",-0.548523198433477
"cg24073777","VAE91","cg24073777",-0.548408981646616
"cg26348348","VAE91","cg26348348",0.548403692783859
"cg08045906","VAE91","cg08045906",-0.548400172649025
"cg15593269","VAE91","cg15593269",-0.548381468594127
"cg13363969","VAE91","cg13363969",0.548266813257122
"cg06349851","VAE91","cg06349851",-0.548231811456008
"cg16236157","VAE91","cg16236157",-0.548177243846445
"cg05750788","VAE91","cg05750788",-0.548047137523569
"cg14043752","VAE91","cg14043752",-0.548009725623413
"cg09590733","VAE91","cg09590733",-0.54800207904781
"cg14451276","VAE91","cg14451276",0.547982588105521
"cg23054456","VAE91","cg23054456",0.547952267753308
"cg15618758","VAE91","cg15618758",-0.547796530674743
"cg02695726","VAE91","cg02695726",-0.547741985466594
"cg08090640","VAE91","cg08090640",-0.547733161635528
"cg23367119","VAE91","cg23367119",-0.547683496416144
"cg03325407","VAE91","cg03325407",-0.547647331715556
"cg11026867","VAE91","cg11026867",-0.547639080310899
"cg20485758","VAE91","cg20485758",-0.547629445771962
"cg14427527","VAE91","cg14427527",-0.547531712554752
"cg01859237","VAE91","cg01859237",-0.547525238184573
"cg20337028","VAE91","cg20337028",-0.54750767876596
"cg14218435","VAE91","cg14218435",-0.547464030511473
"cg22007638","VAE91","cg22007638",-0.547419756246641
"cg07208690","VAE91","cg07208690",-0.547405150534407
"cg25361447","VAE91","cg25361447",-0.547304763752203
"cg26165286","VAE91","cg26165286",-0.547291333530912
"cg13209298","VAE91","cg13209298",-0.547274131303442
"cg16499474","VAE91","cg16499474",-0.547177847318793
"cg22450662","VAE91","cg22450662",-0.547153191829688
"cg14411518","VAE91","cg14411518",-0.547145657002745
"cg12172163","VAE91","cg12172163",-0.547008121142415
"cg27223728","VAE91","cg27223728",-0.546961773830086
"cg16488580","VAE91","cg16488580",-0.546950745535216
"cg13069920","VAE91","cg13069920",-0.546943659772247
"cg11414345","VAE91","cg11414345",-0.546900834002256
"cg22044398","VAE91","cg22044398",-0.546849576781327
"cg06746774","VAE91","cg06746774",-0.546827422160372
"cg06298701","VAE91","cg06298701",-0.546826233068605
"cg15442583","VAE91","cg15442583",-0.546812517827317
"cg00931957","VAE91","cg00931957",-0.546804751445505
"cg21806100","VAE91","cg21806100",-0.546796361752045
"cg24051786","VAE91","cg24051786",-0.546788292168496
"cg06438797","VAE91","cg06438797",-0.546708437764586
"cg25211566","VAE91","cg25211566",-0.546630230092533
"cg02183671","VAE91","cg02183671",0.546607439278839
"cg15506894","VAE91","cg15506894",-0.546602484360562
"cg17470627","VAE91","cg17470627",-0.546567244341833
"cg04350066","VAE91","cg04350066",-0.546534593191003
"cg23320649","VAE91","cg23320649",-0.54652079723654
"cg09383389","VAE91","cg09383389",-0.546494488038882
"cg12686055","VAE91","cg12686055",-0.546482265052417
"cg04648402","VAE91","cg04648402",-0.546440685901788
"cg16650073","VAE91","cg16650073",-0.546434584746546
"cg23244226","VAE91","cg23244226",-0.546409534883667
"cg16806210","VAE91","cg16806210",-0.546401787001039
"cg20984972","VAE91","cg20984972",-0.546381528325106
"cg09371559","VAE91","cg09371559",-0.546375106056634
"cg06941635","VAE91","cg06941635",-0.546372071462638
"cg05619785","VAE91","cg05619785",-0.54636862002647
"cg09554077","VAE91","cg09554077",-0.546339124339265
"cg11576988","VAE91","cg11576988",-0.54633378566027
"cg04821009","VAE91","cg04821009",-0.546324578950989
"cg23336996","VAE91","cg23336996",-0.546307823357172
"cg13080927","VAE91","cg13080927",-0.54627038166615
"cg08321942","VAE91","cg08321942",0.54620741126875
"cg20979979","VAE91","cg20979979",-0.546102903249427
"cg08635395","VAE91","cg08635395",-0.546079986843136
"cg01288155","VAE91","cg01288155",-0.545985949060021
"cg23715673","VAE91","cg23715673",-0.545959936844174
"cg18714398","VAE91","cg18714398",-0.545920522926408
"cg02262727","VAE91","cg02262727",-0.545912906446307
"cg02363202","VAE91","cg02363202",-0.545885041449762
"cg22372849","VAE91","cg22372849",-0.545874227932763
"cg14729980","VAE91","cg14729980",-0.545867741021769
"cg07534892","VAE91","cg07534892",-0.545847099184026
"cg03044281","VAE91","cg03044281",-0.54572120168338
"cg17105005","VAE91","cg17105005",-0.545681164306553
"cg07322117","VAE91","cg07322117",-0.545653108291902
"cg12292630","VAE91","cg12292630",-0.545625633105734
